FECHA ,FUENTE,TEXTO,LINK ,ETIQUETA
27 OCTUBRE 2022,EL PAÍS-AMERICA FUTURA,"El bajo nivel del río afecta ya a todos los 62 municipios que componen el estado brasileño de Amazonia. En algunos puntos en los que el río todavía fluye, el nivel de profundidad es de hasta 35 centímetros, por lo que las imágenes de pescadores arrastrando sus embarcaciones se torna bastante común. En la fotografía, un barco varado por las sequías en Lagoa da Francesa, en el municipio de Parintinis, el 21 de octubre de 2022.",https://elpais.com/america-futura/2022-10-27/la-amazonia-agoniza-por-las-sequias.html,SEQUIA EN LA AMAZONÍA 
12 DE MARZO 2022,NATIONAL GEOGRAPHIC ,"Este ecosistema podría perder su capacidad de absorción de carbono, ha comenzado a emitir más CO2 del que absorbe debido a la creciente deforestación y los incendios, se debe principalmente a la actividad humana relacionada con la tala que ha enfrentado en los últimos año, al menos tres cuartos de la Amazonía han perdido la capacidad de recuperarse de fenómenos adverso.",https://www.ngenespanol.com/ecologia/la-amazonia-esta-a-punto-de-sucumbir-ante-la-crisis-climatica-y-convertirse-en-una-sabana/,cambio climatico 
2 DE OCTUBRE 2018,SEMANA ,El Igac dice que los suelos del Caquetá y Putumayo son los más afectados en la Amazonia colombiana. La degradación de este recurso natural por la pérdida de bosque en las zonas montañosas intensifica los derrumbes y desbordamientos de los ríos.,https://www.semana.com/impacto/articulo/casi-2-millones-de-hectareas-de-suelo-de-la-amazonia-con-dano-irreversible-por-ganaderia/41783/,AGOTAMIENTO DE LOS SUELOS EN LA AMAZONÍA
01 DE SEPTIEMBRE DE 2021,EFEverde,"Especies amenazadas pierden buena parte del hábitat por fuegos en el Amazonas
Hasta el 85% de las especies catalogadas como amenazadas en el Amazonas pueden haber perdido una parte sustancial de su hábitat debido a la deforestación y los incendios en las últimas dos décadas.",https://efeverde.com/amazonas/,DEFORESTACION
07 de octubre del 2020,EFEverde,"La minería degrada y socava la riqueza de los territorios indígenas en Amazonía
Las actividades mineras en la cuenca amazónica vierten químicos tóxicos a más de 30 ríos en la Amazonía, ocupan más del 20 % de territorios indígenas y ponen en peligro ecosistemas críticos por la creciente deforestación, según revela un informe difundido por la organización World Resources Institute.",https://efeverde.com/amazonas/page/2/,MINERIA
06 DE ABRIL DE 2021,CODS,"los cultivos de coca inciden en la destrucción de los bosques en la medida que permiten abrir la puerta a otras actividades productivas con mayor impacto directo, como la ganadería.  la dinámica de la deforestación a raíz de los cultivos de uso ilícito varía cuando se ponen en el radar a los parques nacionales naturales (PNN). Si bien el número de hectáreas a nivel regional aún no parece ser importante, sí existe una correlación entre la pérdida de bosque y el aumento de los cultivos de uso ilícito dentro de áreas protegidas. En particular, Cealdes resalta el caso del PNN Sierra de La Macarena, un área protegida marcada, entre otras cosas, por el establecimiento de cultivos de coca.","https://cods.uniandes.edu.co/el-peso-de-la-coca-en-la-deforestacion-amazonica/#:~:text=Cultivos%20de%20uso%20il%C3%ADcito%20en,hect%C3%A1reas%2C%20seg%C3%BAn%20datos%20de%20Cealdes.",DEFORESTACION A CAUSA DE CULTIVOS ILICITOS
5 DE OCTUBRE 2020,EFEverde,"El 40 % del Amazonas puede convertirse en un ecosistema tipo sabana.
Una gran parte de la selva amazónica, un 40 %, está en riesgo de convertirse en un ecosistema del tipo sabana, mientras aumenta el calentamiento de la región por las emisiones contaminantes
",https://efeverde.com/amazonas-ecosistema-tipo-sabana/,CONTAMINACION AMBIENTAL
20 DE FEBRERO 2023,LA REPUBLICA,"Se encontró que aunque los ranchos ganaderos talaron más de tres millones de hectáreas (7,4 millones de acres) de selva amazónica en 2018, el impacto de la coca fue insignificante pues solo 45.000 hectáreas (111.200 acres) fueron taladas para cultivo de coca en ese mismo año.   “Queremos erradicar finalmente esta narrativa de que la coca es el motor de la deforestación”, dijo Murillo Sandoval.",https://www.larepublica.co/economia/estudio-demostro-que-ganaderia-afecta-mas-a-la-selva-amazonica-que-cultivos-de-coca-3549923,CULTIVOS ILICITOS Y GANADERIA
25 DE MAYO DE 2023,EL TIEMPO ,"Por un período de diez años, los investigadores analizarán los procesos que ocurren en las hojas, las raíces, el suelo, los ciclos del agua y los nutrientes. ""Tendremos proyecciones más precisas: por un lado, sobre cómo la selva amazónica puede ayudar a combatir el cambio climático con su capacidad de absorber carbono de la atmósfera; y por otro, nos ayudará a entender cómo la selva se verá impactada por esos cambios"", dijo David Lapola, investigador de la Universidad de Campinas, que coordina el proyecto junto a Quesada.",https://www.eltiempo.com/vida/medio-ambiente/cientificos-simularan-cambio-climatico-en-la-amazonia-para-estudiar-sus-efectos-771757,cambio climatico 
27 DE JUNIO 2015,EL ESPECTADOR ,"LOS RIOS QUE LAS FARC PINTARON DE NEGRO                            El conflicto armado se ensaña con la población civil, pero también con humedales, ríos, montañas, animales y plantas. Para nadie es un secreto que el medio ambiente también debería ser considerado una víctima de la guerra en Colombia. los ríos Catatumbo y Tibú, en Norte de Santander; Caunapí, Rosario, Mira y Sucio, en Nariño, y Cuembí, en Putumayo, se han visto gravemente afectados por derrames de petróleo que han ocasionando daños irreparables a su fauna y flora, poniendo en riesgo la seguridad alimentaria y económica de aproximadamente 84.000 campesinos, indígenas y pescadores que dependen de estos ecosistemas.                                                                                                                                                                                                                                              ",https://www.elespectador.com/ambiente/los-rios-que-las-farc-pintaron-de-negro-article-568911/,
15 DE FEBRERO DE 2023,MONGABAY,"Los primeros meses del año son muchas veces los más críticos para los bosques de varias regiones de Colombia, entre ellos los de la Amazonía. Usualmente, entre enero y marzo se presenta el mayor número de alertas de deforestación y focos de incendio de todo el año, considerando que es un temporada en la que las lluvias son escasas Datos de la Fundación para la Conservación y el Desarrollo Sostenible (FCDS) revelan que durante enero de 2023 se presentaron 437 incendios por día. Estos datos alarmantes solo marcan una tendencia preocupante, si se toman en cuenta las más de 630 alertas diarias que se presentaron en promedio durante enero de 2022 en la Amazonía, las cuales superaron las cifras para ese mes en los últimos 10 años..",https://es.mongabay.com/2023/02/incendios-en-bosques-de-colombia-durante-enero/,DEFORESTACION
09 DE ABRIL DE 2023,EL ESPECTADOR ,"Según monitoreos de la Alianza Regional Amazónica para la Reducción de los Impactos de la Minería de Oro, integrada por varias organizaciones de la sociedad civil, se ha identificado un aumento de lanchas, balsas y dragones en ríos como Puré, Cotuhé y Caquetá, en donde la explotación de oro puede estar realizándose tanto por mineros colombianos como brasileños. En el río Puré (ubicado en el departamento del Amazonas, entre los ríos Caquetá y Putumayo) durante 2022 se identificaron 357 balsas y dragones, un incremento de más del 1.000 % con respecto a 2020, cuando se reportaron 25. Estos registros se llevan a cabo, entre otros recursos, gracias a imágenes satelitales",https://www.elespectador.com/ambiente/amazonas/el-aumento-de-la-mineria-ilegal-amenaza-a-un-pueblo-del-amazonas-en-aislamiento/,
"16 SEPTIEMBRE, 2022",NOTICIAS CARACOL ,"Integrantes de las disidencias de las FARC han destruido territorios en su búsqueda de asentarse en la Amazonía, que alberga más de 643 especies de fauna silvestre y que tiene una extensión de más de 483 mil kilómetros cuadrados de selva,con insumos como galones de gasolina, motobombas y mercurio, seis hombres de nacionalidad brasilera realizaban yacimientos mineros ilegales en la zona de Tarapacá.
Tras intensos operativos, el sitio donde se escondían y desde donde vertían los químicos al río fueron destruidos, las autoridades ambientales estiman que, en los dos últimos años, por cuenta de estas actividades ilegales, se han destruido más de 3.500 hectáreas en el Amazonas, Los sujetos fueron detenidos en flagrancia y tendrán que responder por el delito de explotación ilícita de yacimientos mineros.",https://noticias.caracoltv.com/colombia/explotacion-ilegal-de-oro-causa-danos-que-tardan-hasta-40-anos-en-ser-reparados-rg10,MINERIA ILEGAL 
"20 NOVIEMBRE,  2018",NATIONAL GEOGRAPHIC ," algunos científicos sugieren que la Amazonia podría estar muy cerca de un punto de inflexión. La región está tan degradada que hasta un ligero repunte de la deforestación podría provocar que la selva se precipite hacia una transición para convertirse algo similar a un bosque de sabana, según un análisis de dos científicos destacados a principios de año. Además de destrozar para siempre grandes secciones de la mayor selva forestal del planeta, dicho cambio liberaría enormes cantidades de gases de efecto invernadero que calentarían el planeta, lo que podría acelerar la reducción del bosque restante,Hasta un aumento modesto de la deforestación podrían afectar al suministro hídrico en las ciudades brasileñas y en países vecinos, perjudicando a las muchas plantaciones que trata de expandir. Una deforestación más generalizada podría alterar el suministro hídrico de África o California.",https://www.nationalgeographic.es/medio-ambiente/2018/11/asi-podria-afectar-la-perdida-de-la-selva-amazonica-al-agua-y-al-clima,
09 de julio de 2021,RETEMA,"La contaminación del agua en el Amazonas tiene una gran relevancia, ya que más del 90% de los hogares no cuentan con instalaciones de saneamiento básico o tratamiento de aguas residuales y descargan toneladas de desechos sólidos y líquidos directamente a los ríos.
","https://www.retema.es/actualidad/contaminacion-amenaza-biodiversidad-del-rio-amazonas#:~:text=La%20contaminaci%C3%B3n%20del%20agua%20en,l%C3%ADquidos%20directamente%20a%20los%20r%C3%ADos.",CONTAMINACION AMBIENTAL
24 de Abril de 2020,HACEMOS MEMORIA,"Durante los últimos años estos territorios y grupos indigenas se han visto afectados por diferentes situaciones de orden público. A pesar de que hay un Acuerdo de Paz suscrito con el gobierno y las FARC siguen matando a los líderes indígenas y hay sistematicidad en estos asesinatos, sobre todo en los casos de Putumayo y Caquetá donde la violencia se ha recrudecido.
",https://hacemosmemoria.org/2020/04/24/violencia-y-danos-al-medio-ambiente-amenazan-la-vida-indigena-en-el-amazonia/,CONFLICTO ARMADO
"13 AGOSTO, 2020",SEMANA ,"Más de 30 hectáreas afectadas, la desaparición de una quebrada y la contaminación de varias fuentes hídricas es el costo medioambiental que deja la explotación de este yacimiento de oro a cielo abierto. Nueve personas fueron detenidas, Su nocivo impacto ambiental, por tanto, tampoco da tregua. Un ejemplo de su implacable efecto sobre el medioambiente fue el que encontraron en las últimas horas tropas del Batallón de Artillería Nº. 27, de la Vigésima Séptima Brigada del Ejército Nacional, en la vereda conocida como Las Minas, del corregimiento de Puerto Umbría, en el municipio de Villagarzón (Putumayo), allí no solo resultaron afectadas cerca de 30 hectáreas de vegetación nativa por cuenta de una mina de oro a cielo abierto, sino además una quebrada, la cual -según las autoridades- prácticamente desapareció. ",https://www.semana.com/medio-ambiente/articulo/destruyen-gigantesco-complejo-de-mineria-ilegal-en-putumayo-i-colombia-hoy/54100/,MINERIA ILEGAL 
Septiembre 16 De 2022,PORTAFOLIO,"La deforestación en Colombia subió 11 % en el primer semestre de 2022. En las últimas semanas, se ha tendido en medio de la opinión pública las cifras sobre deforestación en Colombia presentadas por el Ministerio de Ambiente y Desarrollo Sostenible, después de analizar los reportes del Sistema de Monitoreo de Bosques y Carbono del Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). De acuerdo con la cartera, en las últimas dos décadas se han deforestado en el país 3,1 millones de hectáreas de bosque, siendo la Amazonia colombiana, el sector más afectado.

",Deforestación en Colombia: cómo está el país en 2022 | Finanzas | Economía | Portafolio,DEFORESTACION 
Mayo 26 de 2023,EL PAIS,La crisis con las disidencias de Iván Mordisco impacta la lucha contra la deforestación,https://elpais.com/america-colombia/2023-05-26/la-crisis-con-la-disidencias-de-ivan-mordisco-impacta-la-lucha-contra-la-deforestacion.html,DEFORESTACION 
Julio 15 de 2021,BBC,"El ""impacto inmenso"" de las regiones del Amazonas que ahora emiten más carbono del que absorben. vLa deforestación y el cambio climático están alterando la capacidad de la selva amazónica de absorber dióxido carbono, de acuerdo con un nuevo estudio.
Significativas áreas de la selva tropical más grande del planet han comenzado a emitir más CO2 del que absorben.

El área sureste es la más afectada, dicen los científicos, con tasas más altas de pérdida de árboles y un incremento en el número de incendios.
Las temperaturas allí han aumentado tres veces el promedio mundial durante los meses más calurosos.",https://www.bbc.com/mundo/noticias-57820472,DEFORESTACION 
Marzo 7 de 2022,National Geographic,"El Amazonas está cerca del punto de inflexión de convertirse en una sabana, sugiere un estudio. La selva del Amazonas podría estar acercándose a un punto de inflexión crítico que podría hacer que este ecosistema biológicamente rico y diverso se transforme en una sabana de hierba.

El destino de la selva tropical es crucial para la salud del planeta, ya que alberga una variedad única de vida animal y vegetal, almacena una enorme cantidad de carbono e influye en gran medida en los patrones climáticos globales.",Así podría afectar la pérdida de la selva amazónica al agua y al clima | National Geographic,DEFORESTACION 
13 febrero 2020,BBC,"La gran mentira verde"": cómo la pérdida del Amazonas va mucho más allá de la deforestación.",https://www.bbc.com/mundo/noticias-america-latina-51303285,DEFORESTACION 
1 jun. 2022,EL ESPECTADOR,"La Amazonia colombiana fue la cuarta con más deforestación durante 2021. Un nuevo análisis presentado este miércoles por el Proyecto de Monitoreo de la Amazonia Andina (MAAP por sus siglas en inglés) revela los datos de la deforestación e incendios en la región Amazónica latinoamericana. Los datos, presentados por la Universidad de Maryland, indican que durante 2021 se perdieron aproximadamente dos millones de hectáreas de bosque primario en los nueve países del bioma amazónico. Aunque esto representó una disminución en comparación a la cifra de 2020, es el sexto registro más alto históricamente.",https://www.elespectador.com/ambiente/la-amazonia-colombiana-fue-la-cuarta-con-mas-deforestacion-durante-2021/,DEFORESTACION 
